unit_price_usd,profit_usd,shipping_cost_usd,profit_margin_pct,cost_usd,total_price_usd
367.24,784.3,18.6,49.86,874.6,1744.39
140.0,105.92,16.5,23.64,342.08,448.0
224.1,342.16,11.65,53.57,296.52,638.68
33.04,51.55,6.19,41.06,74.0,125.55
89.81,125.0,3.75,36.63,216.28,341.28
39.11,15.42,9.93,46.39,17.82,33.24
277.64,519.03,22.75,49.2,536.0,1055.03
145.45,238.87,5.42,43.22,313.84,552.71
96.51,73.02,0.65,37.83,120.0,193.02
90.7,122.1,10.66,35.43,222.56,344.66
243.82,468.25,12.66,40.43,689.9,1158.15
114.27,109.02,5.27,31.8,233.79,342.81
157.97,300.93,20.26,52.92,267.76,568.69
125.25,215.7,23.83,43.05,285.3,501.0
475.51,152.71,7.25,18.17,687.6,840.31
107.15,109.55,22.58,53.81,94.04,203.59
93.86,96.6,22.5,34.31,184.98,281.58
150.73,79.58,3.16,52.8,71.15,150.73
32.14,13.85,18.53,23.94,44.0,57.85
103.45,101.43,7.89,51.61,95.12,196.55
343.07,535.23,18.64,32.84,1094.35,1629.58
111.02,244.84,13.65,49.01,254.75,499.59
149.13,341.5,16.64,45.8,404.15,745.65
323.73,324.86,6.39,50.17,322.6,647.46
168.32,164.3,24.18,54.23,138.68,302.98
197.44,278.54,0.55,39.19,432.24,710.78
224.1,83.74,14.99,41.52,117.95,201.69
278.47,527.2,13.2,37.86,865.15,1392.35
55.1,80.5,18.93,51.26,76.53,157.03
32.95,22.61,13.98,38.12,36.7,59.31
125.31,148.76,20.13,32.98,302.36,451.12
104.09,73.79,12.13,31.51,160.41,234.2
59.16,83.83,18.66,33.34,167.6,251.43
226.15,277.54,24.75,34.09,536.6,814.14
149.32,237.16,5.48,55.73,188.4,425.56
54.34,28.85,14.63,29.5,68.96,97.81
64.07,114.8,13.98,44.79,141.48,256.28
138.12,76.96,14.29,32.78,157.84,234.8
178.49,52.09,20.99,13.24,617.25,669.34
449.4,256.58,9.37,31.72,552.34,808.92
102.84,150.77,7.71,34.5,286.3,437.07
59.93,64.01,21.92,39.56,97.8,161.81
28.92,55.19,15.42,53.01,48.92,104.11
18.81,51.6,12.96,54.86,42.45,94.05
75.83,26.17,3.65,40.6,38.29,64.46
169.48,128.15,12.8,47.26,143.02,271.17
80.28,24.98,21.36,32.75,51.29,76.27
143.13,133.7,11.43,46.71,152.56,286.26
28.79,57.88,7.78,52.91,51.52,109.4
36.67,34.21,7.02,51.83,31.8,66.01
407.11,445.32,9.39,30.38,1020.28,1465.6
147.05,293.95,20.83,39.98,441.3,735.25
101.7,152.58,2.61,50.01,152.52,305.1
125.94,106.51,15.74,46.98,120.18,226.69
262.48,493.09,0.94,52.18,451.84,944.93
237.14,239.26,18.34,35.4,436.59,675.85
149.11,49.29,1.07,38.89,77.45,126.74
109.54,129.46,5.63,49.24,133.44,262.9
127.54,164.24,11.99,37.87,269.4,433.64
25.47,26.4,12.95,30.48,60.2,86.6
219.66,418.25,5.22,38.08,680.05,1098.3
475.51,519.28,2.03,53.89,444.34,963.62
16.23,8.0,21.11,49.29,13.04,22.06
273.75,369.15,20.48,44.95,452.1,821.25
445.02,784.3,20.04,54.94,721.84,1602.07
61.11,57.91,21.38,49.88,58.2,116.11
147.21,262.29,16.61,59.01,179.34,441.63
36.97,22.99,10.67,23.03,76.83,99.82
231.16,476.8,12.1,41.25,679.0,1155.8
128.79,137.68,24.59,28.13,351.72,489.4
121.93,170.69,13.31,37.33,286.55,457.24
357.38,295.01,23.9,19.42,1097.55,1518.86
198.45,469.94,15.1,49.85,472.7,942.64
293.62,141.33,7.12,48.13,152.29,293.62
47.84,7.18,11.69,14.21,30.78,35.88
188.43,212.54,7.82,41.78,296.22,508.76
44.71,21.45,3.24,47.98,23.26,44.71
22.17,18.76,19.45,42.31,25.58,44.34
127.51,148.32,8.08,58.16,106.7,255.02
73.34,34.41,21.77,14.66,200.28,234.69
461.35,629.67,18.51,30.33,1097.55,1805.0
37.4,54.64,18.5,40.58,80.0,134.64
62.82,107.35,13.03,47.47,118.8,226.15
89.45,221.17,8.2,54.95,181.35,402.52
234.04,109.69,9.57,49.33,112.65,222.34
50.92,21.65,6.07,44.76,26.72,48.37
15.72,7.18,4.62,32.06,13.04,22.06
68.93,155.5,0.84,45.12,189.15,344.65
124.38,230.36,18.42,46.3,267.16,497.52
29.14,24.37,11.28,46.46,28.08,52.45
53.04,70.54,24.65,39.12,109.8,180.34
26.34,15.81,5.99,33.35,31.6,47.41
280.68,621.48,3.33,46.61,711.75,1333.23
362.75,180.41,21.92,27.63,472.54,652.95
57.8,18.25,0.68,35.08,33.77,52.02
26.16,7.95,1.65,35.75,14.29,22.24
109.94,92.38,1.37,28.01,237.44,329.82
149.72,262.37,22.67,51.54,246.68,509.05
99.3,196.12,12.46,49.38,201.08,397.2
108.54,168.49,12.12,36.53,292.8,461.29
150.62,240.84,18.55,53.3,211.02,451.86
50.43,87.57,19.13,57.88,63.72,151.29
419.85,93.86,15.37,26.3,263.01,356.87
68.05,24.4,24.42,22.41,84.48,108.88
15.72,12.58,22.55,27.43,33.28,45.86
298.92,696.72,15.27,58.27,498.96,1195.68
134.09,115.91,14.03,30.33,266.25,382.16
354.92,644.52,10.59,38.23,1041.35,1685.87
73.68,59.95,2.44,30.13,138.99,198.94
456.56,663.66,14.99,42.75,888.64,1552.3
204.93,106.96,3.97,21.75,384.87,491.83
280.42,217.67,15.53,30.44,497.4,715.07
146.05,189.23,24.21,45.46,227.01,416.24
137.63,116.33,10.31,33.15,234.63,350.96
242.43,120.78,1.94,52.44,109.53,230.31
114.97,197.73,11.67,57.33,147.18,344.91
274.32,343.29,16.51,41.71,479.67,822.96
113.66,228.56,0.63,50.27,226.08,454.64
151.42,68.37,4.63,45.15,83.05,151.42
47.99,42.42,18.7,44.2,53.56,95.98
52.71,50.68,10.28,53.41,44.2,94.88
452.83,335.18,22.24,21.77,1097.55,1539.62
166.47,187.71,6.26,29.67,444.88,632.59
37.97,31.51,9.99,30.74,71.01,102.52
158.21,222.78,6.44,46.94,251.85,474.63
199.0,200.6,0.25,29.65,476.0,676.6
438.38,678.94,6.47,48.4,723.88,1402.82
184.76,80.37,14.59,24.17,252.2,332.57
371.92,112.42,6.23,31.82,240.9,353.32
24.05,39.92,9.93,36.89,68.3,108.22
155.42,128.46,9.95,41.33,182.38,310.84
369.07,308.02,21.33,41.73,430.12,738.14
119.84,44.28,12.41,43.47,57.58,101.86
33.32,43.12,15.28,27.24,115.15,158.27
165.78,98.94,11.1,33.16,199.46,298.4
245.51,169.82,13.71,34.59,321.2,491.02
26.57,28.97,5.67,25.66,83.95,112.92
150.47,37.5,21.04,33.23,75.35,112.85
80.89,98.16,3.12,30.34,225.4,323.56
296.01,72.14,24.38,13.24,593.88,666.02
136.61,105.12,18.62,40.5,154.44,259.56
149.58,97.56,11.88,34.33,186.64,284.2
43.85,25.58,20.87,30.7,57.74,83.32
15.72,27.94,6.47,55.23,22.65,50.59
241.9,137.83,23.28,33.52,273.4,411.23
167.55,141.0,18.32,35.06,261.12,402.12
109.88,69.7,11.75,35.24,128.08,197.78
91.97,134.23,23.88,36.49,233.65,367.88
313.62,316.58,18.53,50.47,310.66,627.24
61.5,93.39,8.72,50.62,91.11,184.5
98.36,118.03,14.88,28.23,300.0,418.03
206.54,323.79,18.22,52.26,295.83,619.62
105.53,126.66,1.7,40.01,189.93,316.59
201.12,50.79,1.68,33.67,100.05,150.84
141.14,171.96,11.65,30.46,392.6,564.56
251.17,101.65,15.73,23.81,325.34,426.99
15.72,26.4,22.69,49.29,27.16,53.56
78.76,121.8,6.98,51.55,114.48,236.28
30.21,13.38,5.09,27.68,34.96,48.34
120.2,185.0,18.87,36.21,325.85,510.85
272.77,455.1,7.18,33.37,908.75,1363.85
122.42,143.39,15.94,43.38,187.14,330.53
145.85,142.94,10.16,49.0,148.76,291.7
215.86,225.54,15.0,29.02,551.56,777.1
142.08,246.18,10.89,45.6,293.72,539.9
42.7,40.73,16.82,22.44,140.75,181.48
85.05,71.81,17.18,44.44,89.78,161.59
220.4,55.96,16.5,29.87,131.38,187.34
475.51,401.96,10.01,42.45,545.04,947.0
27.75,52.8,24.01,38.05,85.95,138.75
454.29,306.65,2.26,26.47,851.79,1158.44
272.64,433.43,7.63,55.78,343.59,777.02
203.93,227.21,16.9,41.27,323.4,550.61
83.07,64.32,6.59,22.77,218.12,282.44
179.39,68.51,4.53,42.43,92.94,161.45
50.7,54.9,4.05,54.14,46.5,101.4
30.91,13.48,1.53,51.31,13.04,26.27
216.77,231.28,19.3,26.67,635.8,867.08
25.92,7.18,23.36,25.67,14.45,22.06
130.79,58.57,12.77,29.85,137.62,196.19
54.64,86.88,14.59,53.0,77.04,163.92
105.01,111.42,21.38,53.05,98.6,210.02
169.47,109.98,2.05,32.45,228.96,338.94
242.8,437.1,20.39,40.01,655.5,1092.6
173.8,109.66,22.43,37.12,185.8,295.46
234.14,281.68,14.62,30.08,654.88,936.56
107.45,42.63,10.12,41.76,59.45,102.08
136.38,316.2,17.45,57.96,229.32,545.52
143.62,85.38,13.09,18.58,374.2,459.58
88.32,150.87,21.61,56.94,114.09,264.96
472.33,386.67,23.94,43.09,510.76,897.43
102.4,84.3,9.24,45.74,100.02,184.32
469.25,784.3,9.67,44.27,1046.0,1805.0
131.65,266.24,14.79,50.56,260.36,526.6
164.61,348.5,2.24,44.57,433.4,781.9
151.39,66.33,19.55,46.12,77.49,143.82
176.7,292.24,16.99,41.35,414.56,706.8
432.71,456.83,21.11,43.99,581.67,1038.5
290.03,458.94,20.64,52.75,411.15,870.09
86.47,164.33,4.57,52.79,146.96,311.29
148.0,45.36,3.16,32.26,95.24,140.6
66.79,110.8,18.98,43.66,143.0,253.8
38.84,61.55,18.19,31.69,132.65,194.2
95.78,57.96,12.68,31.85,124.02,181.98
269.08,142.04,19.17,20.7,544.11,686.15
250.34,222.83,13.2,32.97,453.09,675.92
145.21,109.52,24.75,44.37,137.34,246.86
180.17,126.17,12.26,41.19,180.12,306.29
233.06,414.8,22.13,52.35,377.6,792.4
84.96,28.93,2.72,37.84,47.53,76.46
34.38,16.62,16.6,50.89,16.04,32.66
144.42,285.9,20.71,41.68,400.1,686.0
453.18,784.3,23.14,52.17,921.25,1805.0
67.36,63.54,20.62,47.16,71.18,134.72
159.17,167.68,1.34,26.34,469.0,636.68
62.69,58.19,5.45,30.94,129.88,188.07
404.44,116.69,8.45,33.94,227.08,343.77
142.3,119.51,10.55,44.2,150.86,270.37
26.73,11.53,4.48,45.41,13.86,25.39
269.75,502.22,14.25,41.37,711.65,1213.87
267.85,295.66,17.87,30.66,668.6,964.26
69.42,55.22,16.13,29.46,132.21,187.43
44.33,50.28,9.94,37.81,82.71,132.99
295.28,66.06,11.53,27.97,170.16,236.22
31.54,52.72,21.98,35.19,97.1,149.82
193.69,186.0,5.58,26.68,511.28,697.28
137.84,59.98,8.31,45.8,70.97,130.95
159.39,75.46,8.89,47.34,83.93,159.39
227.5,315.08,4.1,34.62,594.92,910.0
125.45,104.57,11.66,46.31,121.24,225.81
71.01,109.36,2.85,40.53,160.48,269.84
28.76,14.71,24.75,30.09,34.18,48.89
39.77,42.98,9.58,56.88,32.58,75.56
87.44,24.11,15.23,30.64,54.59,78.7
52.44,57.78,19.91,30.61,131.0,188.78
19.7,27.7,4.3,35.15,51.1,78.8
191.58,86.26,10.24,25.01,258.58,344.84
35.83,59.04,14.51,36.62,102.2,161.24
99.41,198.29,15.18,49.87,199.35,397.64
104.94,53.27,19.84,28.2,135.62,188.89
204.2,360.7,8.38,37.19,609.25,969.95
116.16,47.51,8.71,24.06,149.96,197.47
79.8,58.72,12.26,21.64,212.6,271.32
397.34,512.75,19.47,47.79,560.07,1072.82
34.15,17.3,4.13,53.33,15.14,32.44
31.13,10.76,16.99,20.33,42.16,52.92
220.15,160.57,9.22,42.9,213.68,374.25
59.4,60.54,8.75,53.64,52.32,112.86
15.72,7.18,10.62,22.5,20.36,26.27
186.71,24.77,16.72,16.58,124.6,149.37
467.79,784.3,5.5,57.14,1002.4,1805.0
319.05,580.0,16.47,36.36,1015.25,1595.25
114.52,27.03,4.35,29.5,64.59,91.62
48.7,20.36,23.6,44.01,25.9,46.26
192.49,113.27,21.01,30.97,252.46,365.73
57.77,100.16,4.85,36.5,174.25,274.41
129.08,43.6,8.47,14.07,266.19,309.79
247.16,279.6,10.97,56.56,214.72,494.32
44.81,18.75,17.18,49.23,19.34,38.09
31.82,18.73,3.35,34.63,35.36,54.09
297.84,674.39,12.14,47.67,740.35,1414.74
108.22,113.46,2.19,55.18,92.16,205.62
129.79,153.22,23.1,49.19,158.28,311.5
170.99,35.07,0.57,24.13,110.27,145.34
56.44,62.08,19.96,43.14,81.84,143.92
437.35,784.3,18.81,52.45,935.8,1805.0
227.97,156.24,8.71,34.27,299.7,455.94
73.95,134.29,11.84,47.79,146.72,281.01
90.73,171.33,8.03,49.69,173.44,344.77
78.3,30.27,3.36,45.48,36.29,66.56
122.24,259.57,19.77,49.96,259.95,519.52
150.15,151.62,15.08,28.05,388.92,540.54
194.17,573.1,17.02,59.01,397.75,970.85
117.86,106.78,6.55,45.3,128.94,235.72
172.07,247.27,5.82,31.93,527.05,774.32
197.04,58.48,22.34,34.92,109.0,167.48
228.61,394.69,8.21,38.37,634.05,1028.74
92.01,86.14,14.52,46.81,97.88,184.02
238.99,486.76,5.16,50.92,469.2,955.96
105.8,64.78,23.7,34.02,125.66,190.44
110.87,93.61,22.18,44.44,117.04,210.65
73.53,130.44,20.98,59.01,90.15,220.59
109.12,238.32,4.15,54.6,198.16,436.48
157.6,361.3,8.38,48.26,387.3,748.6
160.91,17.4,20.85,14.42,103.28,120.68
143.51,196.87,19.31,28.88,484.8,681.67
273.03,519.51,9.46,50.07,518.0,1037.51
64.53,29.13,7.78,45.14,35.4,64.53
105.68,79.51,24.68,39.6,121.28,200.79
49.45,80.51,20.18,38.31,129.65,210.16
24.3,18.45,3.57,28.12,47.16,65.61
167.44,191.03,1.57,42.25,261.06,452.09
93.53,86.93,22.64,51.64,81.42,168.35
145.84,99.4,12.17,28.4,250.62,350.02
59.16,116.19,10.52,49.1,120.45,236.64
296.02,505.12,0.74,42.66,678.96,1184.08
160.85,286.65,19.93,59.01,195.9,482.55
46.86,55.91,18.47,37.29,94.04,149.95
217.58,336.12,6.51,51.49,316.62,652.74
50.72,129.55,23.33,51.08,124.05,253.6
196.65,160.26,15.66,42.89,213.38,373.64
239.88,450.16,13.8,41.7,629.3,1079.46
93.62,196.79,4.67,44.25,247.9,444.69
106.76,81.74,18.95,40.3,121.1,202.84
448.0,536.94,2.56,44.39,672.66,1209.6
68.34,135.33,12.34,52.11,124.36,259.69
131.78,106.87,19.06,47.7,117.16,224.03
107.44,132.12,22.75,40.99,190.2,322.32
296.29,579.26,1.38,51.45,546.64,1125.9
104.03,190.03,6.12,50.74,184.48,374.51
365.95,261.98,5.66,35.79,469.92,731.9
42.33,9.4,5.75,27.76,24.46,33.86
43.69,22.26,3.19,13.24,152.5,174.76
163.6,57.75,23.43,35.3,105.85,163.6
99.47,101.86,3.03,51.2,97.08,198.94
142.28,256.22,0.25,47.39,284.44,540.66
41.07,66.8,22.47,38.27,107.75,174.55
133.71,281.97,1.26,49.62,286.3,568.27
317.78,526.17,6.45,45.99,617.84,1144.01
31.21,12.97,3.43,46.17,15.12,28.09
134.57,167.01,1.73,41.37,236.7,403.71
74.14,145.6,10.65,39.28,225.1,370.7
267.42,432.09,7.29,34.02,838.15,1270.24
194.87,211.17,13.04,42.5,285.75,496.92
204.32,306.39,12.28,41.65,429.16,735.55
109.79,325.35,10.67,59.01,223.6,548.95
475.51,185.05,11.82,37.18,312.68,497.73
174.36,342.12,4.16,43.6,442.5,784.62
145.81,153.5,21.04,43.86,196.44,349.94
25.23,17.82,13.25,35.32,32.64,50.46
284.78,91.44,7.54,37.78,150.62,242.06
176.74,354.53,22.62,44.58,440.8,795.33
206.11,83.64,6.86,22.54,287.36,371.0
99.25,112.16,12.21,39.65,170.7,282.86
212.55,366.12,5.4,38.28,590.35,956.47
44.28,44.7,11.73,26.92,121.35,166.05
62.59,54.01,6.62,21.57,196.35,250.36
342.21,107.17,20.35,32.97,217.93,325.1
50.9,75.95,19.87,52.35,69.12,145.07
186.1,88.2,0.37,49.89,88.6,176.8
190.95,342.33,4.06,59.01,230.52,572.85
475.51,341.89,20.15,39.61,521.28,863.17
159.49,137.41,6.51,45.35,165.62,303.03
48.06,34.37,17.95,29.8,80.97,115.34
136.35,266.45,1.19,39.08,415.3,681.75
102.92,36.05,18.75,36.87,61.72,97.77
236.53,80.2,14.88,37.67,132.68,212.88
72.53,94.42,19.88,32.55,195.7,290.12
139.02,60.97,3.26,48.73,64.15,125.12
193.25,472.63,3.05,54.35,397.0,869.63
146.91,302.75,24.75,41.22,431.8,734.55
148.15,165.7,8.62,39.24,256.53,422.23
97.89,125.9,2.08,33.85,246.08,371.98
19.16,7.18,24.49,34.45,13.04,22.06
111.23,26.19,6.26,29.43,62.79,88.98
259.67,90.42,13.35,23.21,299.08,389.5
144.4,137.64,1.23,28.03,353.32,490.96
81.05,154.91,7.5,50.3,153.08,307.99
58.63,128.53,15.9,48.72,135.3,263.83
59.31,17.02,11.69,30.21,39.32,56.34
93.38,76.21,18.18,32.0,161.91,238.12
248.66,45.96,17.13,23.1,152.97,198.93
81.4,25.49,15.12,34.79,47.77,73.26
39.72,74.27,11.03,51.94,68.72,142.99
87.84,127.65,5.33,48.44,135.87,263.52
246.86,235.25,22.23,50.16,233.78,469.03
15.72,12.28,20.23,41.49,17.32,29.6
108.22,35.54,8.58,32.84,72.68,108.22
129.6,41.82,24.62,32.27,87.78,129.6
45.12,48.55,20.46,42.2,66.51,115.06
87.25,162.34,23.19,39.17,252.1,414.44
53.03,54.71,16.49,38.21,88.47,143.18
42.17,23.58,6.9,13.98,145.1,168.68
149.08,107.71,1.03,38.03,175.54,283.25
63.86,187.7,6.19,58.78,131.6,319.3
266.52,530.08,3.57,49.72,536.0,1066.08
217.94,319.51,24.28,36.65,552.25,871.76
120.32,75.75,7.92,27.98,194.97,270.72
225.95,449.1,4.03,49.69,454.7,903.8
53.08,48.96,8.8,46.12,57.2,106.16
146.53,187.39,20.43,44.87,230.22,417.61
406.77,541.18,1.0,39.13,841.84,1383.02
112.57,73.0,8.52,25.43,214.05,287.05
108.23,163.08,19.78,50.23,161.61,324.69
65.87,144.96,22.51,48.91,151.45,296.41
75.86,71.65,5.35,49.71,72.48,144.13
108.12,184.73,24.17,42.71,247.75,432.48
123.84,111.75,2.14,50.13,111.16,222.91
202.52,108.11,12.46,33.36,215.92,324.03
28.29,26.31,4.79,31.0,58.56,84.87
56.91,19.46,3.87,34.19,37.45,56.91
109.96,16.96,23.0,18.14,76.51,93.47
197.66,81.75,21.86,41.36,115.91,197.66
53.51,56.54,21.97,44.03,71.88,128.42
57.81,99.69,18.4,57.48,73.74,173.43
54.36,56.98,4.91,24.66,174.05,231.03
155.93,75.99,18.2,54.15,64.35,140.34
137.38,54.55,12.9,16.54,275.16,329.71
173.37,45.51,2.97,35.0,84.52,130.03
136.29,318.4,16.31,46.72,363.05,681.45
168.2,200.85,0.42,26.54,556.05,756.9
227.82,264.74,22.94,58.1,190.9,455.64
46.51,83.16,14.58,44.7,102.88,186.04
145.51,144.96,17.32,36.9,247.92,392.88
80.24,86.72,3.13,40.03,129.93,216.65
180.73,249.81,16.63,36.37,436.96,686.77
96.95,71.62,24.07,36.94,122.28,193.9
120.86,197.32,13.95,40.82,286.12,483.44
15.72,7.18,3.71,19.37,13.04,22.06
57.1,86.9,1.96,30.44,198.6,285.5
359.02,195.43,20.26,54.43,163.59,359.02
475.51,239.15,1.14,50.75,232.09,471.24
55.28,75.02,18.52,35.71,135.04,210.06
99.9,49.42,1.5,49.47,50.48,99.9
33.95,23.62,5.1,36.62,40.88,64.5
15.72,7.18,11.3,14.02,41.16,47.87
205.23,267.0,14.11,43.37,348.69,615.69
30.78,51.91,22.59,39.68,78.9,130.81
72.19,127.05,14.69,51.76,118.4,245.45
58.93,130.35,7.1,52.05,120.1,250.45
72.59,31.05,19.03,14.26,186.72,217.77
123.25,44.98,5.16,38.41,72.11,117.09
82.33,48.0,23.1,58.3,34.33,82.33
155.96,165.1,9.01,31.14,365.16,530.26
459.83,444.34,9.49,48.32,475.32,919.66
21.05,8.49,24.68,26.89,23.08,31.57
159.47,125.17,14.62,41.31,177.82,302.99
249.38,365.37,10.38,51.41,345.36,710.73
146.76,46.96,23.5,40.0,70.45,117.41
111.02,86.69,7.05,28.92,213.06,299.75
116.96,143.74,7.42,43.12,189.6,333.34
185.84,400.24,4.58,45.34,482.5,882.74
206.51,65.9,16.89,31.91,140.61,206.51
99.14,15.94,1.19,18.92,68.33,84.27
94.63,74.75,7.32,43.89,95.58,170.33
239.56,184.06,9.99,38.42,295.06,479.12
300.05,575.21,19.16,45.11,700.0,1275.21
26.91,14.89,2.04,32.55,30.86,45.75
127.36,225.51,3.32,59.01,156.57,382.08
15.72,7.2,2.1,26.41,20.06,27.26
189.09,385.55,13.03,40.78,559.9,945.45
42.16,94.44,0.25,56.0,74.2,168.64
78.27,76.83,16.9,51.66,71.88,148.71
134.57,126.89,6.28,52.38,115.34,242.23
274.24,114.35,6.12,24.53,351.86,466.21
195.5,489.75,7.15,50.1,487.75,977.5
25.04,26.14,18.72,43.49,33.96,60.1
64.62,30.68,0.52,49.98,30.71,61.39
80.49,187.36,23.5,58.19,134.6,321.96
122.47,129.09,24.7,35.14,238.32,367.41
119.53,63.53,11.25,53.15,56.0,119.53
260.99,227.96,14.62,51.38,215.72,443.68
27.67,58.72,16.31,53.05,51.96,110.68
475.51,784.3,7.3,51.62,1097.55,1805.0
132.35,98.74,6.66,37.3,165.96,264.7
228.77,371.85,10.8,54.18,314.46,686.31
94.85,153.96,15.31,54.11,130.59,284.55
191.18,134.44,16.29,35.16,247.92,382.36
147.77,335.76,8.8,56.8,255.32,591.08
215.6,70.83,24.61,43.8,90.87,161.7
128.59,90.1,7.31,41.22,128.5,218.6
152.19,28.94,10.04,22.37,100.42,129.36
109.36,48.54,15.95,52.22,44.42,92.96
122.48,108.28,17.07,44.2,136.68,244.96
59.19,81.12,4.48,38.07,131.96,213.08
68.67,182.28,13.67,55.88,143.9,326.18
30.25,55.74,21.56,51.18,53.16,108.9
60.23,86.86,10.87,45.07,105.88,192.74
119.92,163.55,0.29,37.88,268.16,431.71
114.58,171.14,21.79,46.68,195.52,366.66
21.12,27.88,5.95,51.76,25.98,53.86
191.8,252.09,1.67,46.12,294.54,546.63
129.65,157.12,17.84,26.93,426.3,583.42
82.33,34.58,7.78,42.0,47.75,82.33
130.41,214.95,7.33,57.83,156.72,371.67
331.64,408.9,23.29,41.1,586.02,994.92
48.21,79.24,24.33,43.25,103.96,183.2
160.68,168.45,8.65,27.96,434.1,602.55
20.94,31.21,15.07,46.58,35.8,67.01
199.96,87.27,16.4,48.49,92.69,179.96
205.3,23.09,15.06,15.0,130.88,153.97
182.29,282.18,19.96,51.6,264.69,546.87
24.74,14.71,0.73,31.29,32.3,47.01
215.91,282.55,0.53,29.08,689.05,971.6
46.65,27.89,9.22,59.01,18.76,46.65
57.09,38.46,5.18,42.11,52.88,91.34
113.08,301.65,6.5,53.35,263.75,565.4
178.09,189.15,7.58,31.24,416.36,605.51
302.32,161.3,4.74,14.23,972.4,1133.7
198.53,66.22,0.25,13.9,410.25,476.47
73.58,167.4,21.57,45.5,200.5,367.9
78.17,66.71,15.19,37.93,109.17,175.88
239.52,317.18,15.73,34.85,593.0,910.18
131.12,185.85,19.43,47.25,207.51,393.36
38.97,41.72,15.1,23.79,133.65,175.37
80.95,58.78,19.0,32.27,123.36,182.14
175.72,268.17,8.84,44.89,329.28,597.45
263.7,586.76,14.41,55.63,468.04,1054.8
155.13,319.1,23.55,48.4,340.2,659.3
87.97,241.4,6.67,54.88,198.45,439.85
453.69,647.62,14.35,37.56,1076.4,1724.02
116.64,47.92,1.11,41.08,68.72,116.64
99.59,126.6,22.45,31.78,271.76,398.36
23.43,7.18,15.27,13.24,15.87,22.06
101.95,76.78,10.63,47.07,86.34,163.12
74.24,82.62,1.14,32.73,169.8,252.42
278.21,447.24,21.5,40.19,665.6,1112.84
159.33,164.96,2.01,51.77,153.7,318.66
112.74,128.86,17.92,31.75,277.0,405.86
36.55,74.45,11.3,40.74,108.3,182.75
155.34,217.77,23.14,46.73,248.25,466.02
183.46,124.54,2.29,33.94,242.38,366.92
77.25,128.0,18.56,41.42,181.0,309.0
96.87,148.7,15.94,30.7,335.65,484.35
84.3,117.78,14.38,51.75,109.83,227.61
122.14,233.68,0.5,47.83,254.88,488.56
43.01,20.89,13.03,51.13,19.97,40.86
53.28,89.92,16.19,42.19,123.2,213.12
246.62,423.34,21.97,36.14,748.1,1171.44
56.43,63.51,15.73,29.62,150.92,214.43
145.82,162.93,5.16,37.24,274.53,437.46
187.71,105.26,9.72,56.08,82.45,187.71
23.54,25.24,11.6,31.53,54.8,80.04
67.97,172.7,24.25,50.82,167.15,339.85
85.36,112.25,5.21,51.57,105.42,217.67
110.28,144.4,11.23,32.73,296.72,441.12
179.35,108.9,22.91,30.36,249.8,358.7
136.79,67.82,12.98,55.09,55.29,123.11
108.69,78.82,21.77,36.26,138.56,217.38
235.26,52.88,14.57,24.98,158.85,211.73
174.9,153.04,21.14,27.34,406.64,559.68
60.38,31.7,11.88,23.33,104.16,135.86
20.85,14.76,21.36,37.25,24.86,39.62
283.85,54.5,15.8,22.59,186.77,241.27
15.72,7.18,15.2,26.98,13.04,22.06
197.59,540.0,0.39,54.66,447.95,987.95
442.01,401.32,9.19,50.44,394.3,795.62
350.15,311.28,8.84,46.79,354.0,665.28
285.88,255.39,5.32,26.27,716.6,971.99
214.5,113.82,22.75,29.48,272.28,386.1
357.93,424.98,12.34,39.58,648.81,1073.79
197.22,112.64,4.42,57.11,84.58,197.22
231.22,197.94,2.61,42.8,264.5,462.44
128.69,138.48,1.45,53.8,118.9,257.38
181.68,241.27,2.94,49.18,249.27,490.54
273.68,360.42,9.96,34.66,679.56,1039.98
191.7,224.55,11.08,39.05,350.55,575.1
171.09,177.61,3.66,25.95,506.75,684.36
161.13,156.59,23.96,51.15,149.56,306.15
18.35,11.43,10.85,32.78,23.44,34.87
183.64,269.01,2.78,48.83,281.91,550.92
211.41,471.4,2.63,49.55,479.95,951.35
369.87,185.4,5.19,50.13,184.47,369.87
157.96,149.17,18.25,52.46,135.16,284.33
112.78,55.66,22.56,15.42,305.24,360.9
211.08,195.5,10.66,24.7,596.05,791.55
39.88,80.48,22.25,50.45,79.04,159.52
241.51,75.4,24.01,36.73,129.88,205.28
284.15,360.13,13.75,46.94,407.07,767.2
198.16,139.22,15.28,27.55,366.09,505.31
243.04,181.06,4.76,18.62,791.1,972.16
175.98,90.12,17.75,51.21,85.86,175.98
318.75,419.39,22.11,30.96,935.3,1354.69
109.29,36.71,17.96,33.59,72.58,109.29
83.46,108.21,22.28,43.22,142.17,250.38
384.3,189.48,0.25,49.31,194.82,384.3
43.92,124.35,2.69,56.63,95.25,219.6
113.08,49.01,16.33,43.34,64.07,113.08
241.48,139.76,0.25,32.15,294.9,434.66
21.3,11.4,5.73,33.45,22.68,34.08
123.85,45.01,8.44,36.34,78.84,123.85
104.46,231.0,17.15,55.28,186.84,417.84
47.08,50.76,18.75,53.91,43.4,94.16
56.35,121.11,2.14,45.25,146.55,267.66
202.9,61.16,19.14,30.14,141.74,202.9
44.43,70.86,0.76,46.91,80.2,151.06
370.5,535.25,3.43,32.1,1097.55,1667.25
49.82,35.33,15.53,26.27,99.18,134.51
